/home/bayuan/Documents/fall23/ecog2vec/wav2vec_inputs/chopped_sentence
EFC401_B57.nwb_1.wav	150000
EFC401_B17.nwb_0.wav	150000
EFC401_B4.nwb_0.wav	150000
EFC401_B69.nwb_1.wav	150000
EFC401_B41.nwb_1.wav	150000
EFC401_B69.nwb_0.wav	150000
EFC401_B34.nwb_0.wav	150000
EFC401_B57.nwb_0.wav	150000
EFC401_B8.nwb_0.wav	150000
EFC401_B66.nwb_1.wav	150000
EFC401_B17.nwb_1.wav	150000
EFC401_B20.nwb_1.wav	150000
EFC401_B41.nwb_0.wav	150000
EFC401_B6.nwb_0.wav	150000
EFC401_B8.nwb_1.wav	150000
EFC401_B8.nwb_2.wav	150000
EFC401_B66.nwb_0.wav	150000
EFC401_B83.nwb_1.wav	150000
EFC401_B34.nwb_2.wav	150000
EFC401_B12.nwb_0.wav	150000
EFC401_B87.nwb_1.wav	150000
EFC401_B18.nwb_2.wav	150000
EFC401_B73.nwb_0.wav	150000
EFC401_B61.nwb_1.wav	150000
EFC401_B32.nwb_0.wav	150000
EFC401_B18.nwb_0.wav	150000
EFC401_B87.nwb_0.wav	150000
EFC401_B77.nwb_1.wav	150000
EFC401_B6.nwb_1.wav	150000
EFC401_B20.nwb_0.wav	150000
EFC401_B34.nwb_1.wav	150000
EFC401_B32.nwb_2.wav	150000
EFC401_B83.nwb_0.wav	150000
EFC401_B20.nwb_2.wav	150000
